,Z1_ActualPosition,X1_OutputCurrent,M1_sequence_number,S1_ActualPosition,Y1_OutputCurrent,S1_OutputCurrent,M1_CURRENT_FEEDRATE,X1_DCBusVoltage,X1_OutputVoltage,clamp_pressure,Y1_DCBusVoltage,Y1_OutputVoltage
10771,29.5,327.0,2.0,-1420.0,325.0,316.0,3.0,0.112,9.96,4.0,0.0928,9.5
4080,29.5,327.0,36.0,1450.0,325.0,323.0,6.0,0.0681,1.49,3.0,0.147,15.9
3085,27.5,327.0,124.0,1140.0,325.0,323.0,6.0,0.0433,4.61,3.0,0.111,14.2
22064,27.5,327.0,100.0,1560.0,326.0,323.0,3.0,0.0672,9.69,2.5,0.117,11.0
3110,55.5,329.0,2.0,1550.0,328.0,329.0,50.0,0.0611,4.68,3.0,0.0303,1.35
10873,27.5,327.0,120.0,-1060.0,325.0,319.0,3.0,0.0654,5.33,4.0,0.113,10.5
5428,27.7,324.0,97.0,-1520.0,323.0,317.0,6.0,0.0868,13.3,4.0,0.0281,3.52
15251,28.7,327.0,71.0,-1110.0,326.0,317.0,3.0,0.0974,9.38,4.0,0.0222,1.87
9372,55.7,327.0,0.0,-978.0,326.0,327.0,50.0,0.0482,2.47,4.0,0.0244,1.3
4018,29.5,326.0,22.0,748.0,325.0,320.0,6.0,0.109,12.6,3.0,0.116,12.4
17906,28.7,327.0,84.0,2090.0,325.0,320.0,3.0,0.0541,0.792,3.0,0.0585,7.36
2840,28.5,326.0,87.0,-590.0,325.0,317.0,6.0,0.114,13.2,3.0,0.037,1.3
17194,27.7,327.0,105.0,-527.0,326.0,323.0,3.0,0.0685,9.56,3.0,0.105,10.0
13979,29.5,327.0,29.0,1700.0,325.0,323.0,3.0,0.0456,8.91,3.0,0.0257,2.0
24804,29.7,327.0,20.0,1040.0,326.0,324.0,3.0,0.0721,5.99,2.5,0.132,11.5
24875,28.7,327.0,80.0,-1930.0,326.0,323.0,3.0,0.112,10.5,2.5,0.118,6.31
22107,29.5,327.0,42.0,1130.0,325.0,320.0,3.0,0.077,4.42,2.5,0.138,11.8
10986,28.5,327.0,86.0,443.0,326.0,318.0,3.0,0.108,10.2,4.0,0.0441,3.67
13958,28.5,327.0,56.0,-365.0,326.0,318.0,3.0,0.101,6.63,3.0,0.0759,6.79
14032,27.5,327.0,117.0,659.0,326.0,320.0,3.0,0.0775,4.67,3.0,0.0898,8.46
5655,29.7,325.0,42.0,405.0,323.0,320.0,6.0,0.0415,7.46,4.0,0.0533,13.5
14840,27.7,327.0,120.0,-1190.0,326.0,323.0,3.0,0.0465,5.74,4.0,0.0684,10.6
8569,55.7,327.0,0.0,-978.0,326.0,327.0,50.0,0.0585,2.53,4.0,0.0239,0.964
12285,28.5,327.0,87.0,-1610.0,326.0,323.0,3.0,0.0873,9.88,3.0,0.055,1.62
16917,29.7,327.0,23.0,1010.0,325.0,317.0,3.0,0.121,10.8,3.0,0.1,6.02
8737,29.7,324.0,46.0,1200.0,323.0,321.0,12.0,0.0904,21.9,4.0,0.0326,2.24
11725,29.5,327.0,18.0,-1700.0,326.0,320.0,3.0,0.0849,9.73,4.0,0.0191,1.83
10229,41.9,327.0,94.0,789.0,326.0,324.0,50.0,0.0223,1.19,4.0,0.0317,1.1
646,28.5,326.0,84.0,-1370.0,324.0,320.0,6.0,0.0509,1.82,4.0,0.131,14.3
21925,27.5,327.0,128.0,181.0,326.0,319.0,3.0,0.089,10.9,2.5,0.0474,2.36
8245,29.7,324.0,31.0,-1690.0,322.0,321.0,15.0,0.0835,21.1,4.0,0.107,17.4
13317,29.5,327.0,46.0,-938.0,326.0,317.0,3.0,0.0862,9.21,3.0,0.0469,2.58
7166,29.7,324.0,31.0,598.0,323.0,319.0,20.0,0.0425,1.13,4.0,0.176,35.4
18267,55.7,330.0,0.0,2150.0,328.0,330.0,50.0,0.0607,2.4,3.0,0.0294,1.5
6826,119.0,328.0,0.0,-1220.0,327.0,328.0,20.0,0.0177,0.948,4.0,0.0176,1.95
13822,55.5,330.0,0.0,-2060.0,328.0,330.0,50.0,0.0396,8.03,3.0,0.0283,3.34
4015,29.5,326.0,22.0,732.0,325.0,320.0,6.0,0.0609,9.88,3.0,0.0548,12.4
6441,27.7,325.0,102.0,-1320.0,324.0,319.0,6.0,0.096,14.6,4.0,0.0672,5.66
19231,27.7,327.0,108.0,-2080.0,325.0,322.0,6.0,0.0451,6.7,3.0,0.0812,14.6
5380,28.7,325.0,67.0,1490.0,324.0,316.0,6.0,0.067,2.71,4.0,0.0892,13.4
13283,29.5,327.0,24.0,1120.0,325.0,323.0,3.0,0.106,9.89,3.0,0.0866,4.96
2177,29.5,325.0,20.0,312.0,323.0,317.0,20.0,0.0854,17.1,4.0,0.125,29.7
8990,28.7,325.0,57.0,1430.0,323.0,321.0,12.0,0.0746,4.12,4.0,0.179,25.2
13358,27.5,327.0,111.0,147.0,325.0,322.0,3.0,0.0727,5.12,3.0,0.112,9.57
10058,28.5,327.0,64.0,-1800.0,325.0,323.0,3.0,0.0885,9.93,4.0,0.0684,6.91
13937,36.4,327.0,54.0,-670.0,326.0,324.0,3.0,0.0202,3.54,3.0,0.0186,2.67
24712,55.7,330.0,0.0,-1720.0,328.0,330.0,50.0,0.0523,2.17,2.5,0.0256,1.33
11019,29.5,327.0,43.0,821.0,325.0,322.0,3.0,0.0452,7.26,4.0,0.107,11.6
2420,44.8,326.0,2.0,831.0,325.0,317.0,50.0,0.0173,1.98,4.0,0.0191,2.57
4797,29.5,323.0,23.0,-1350.0,323.0,320.0,20.0,0.124,32.1,3.0,0.0714,6.39
16256,37.8,327.0,96.0,716.0,326.0,322.0,3.0,0.0213,2.48,4.0,0.0204,1.68
16929,34.9,328.0,95.0,-1420.0,326.0,321.0,3.0,0.0282,2.49,3.0,0.0178,0.463
4495,119.0,329.0,0.0,-486.0,328.0,329.0,6.0,0.0158,2.28,2.5,0.0139,3.05
14714,28.7,327.0,68.0,-1530.0,325.0,323.0,3.0,0.0528,3.15,4.0,0.0576,7.26
7405,55.7,327.0,0.0,-2050.0,326.0,327.0,50.0,0.0498,2.6,4.0,0.0185,2.62
23464,27.7,327.0,119.0,1260.0,326.0,323.0,3.0,0.0968,10.8,2.5,0.0502,7.87
11491,28.5,327.0,79.0,-379.0,325.0,321.0,3.0,0.0329,2.85,4.0,0.0825,9.71
18631,27.7,327.0,97.0,-1230.0,326.0,318.0,3.0,0.087,6.87,3.0,0.0273,0.388
851,27.5,326.0,2.0,-280.0,325.0,322.0,6.0,0.0447,2.2,4.0,0.0574,12.1
17122,30.4,327.0,95.0,-1340.0,326.0,319.0,3.0,0.0243,2.03,3.0,0.0206,1.56
22603,29.5,327.0,30.0,-203.0,326.0,321.0,3.0,0.0798,17.0,2.5,0.0225,1.65
281,29.5,326.0,40.0,969.0,324.0,318.0,6.0,0.0807,3.36,4.0,0.108,13.7
8989,28.7,325.0,57.0,1420.0,323.0,321.0,12.0,0.0805,9.73,4.0,0.141,25.0
18088,28.7,327.0,81.0,1920.0,326.0,319.0,3.0,0.0909,8.74,3.0,0.0892,4.53
12337,28.5,327.0,2.0,-44.3,326.0,323.0,3.0,0.0542,8.36,3.0,0.06,6.41
24814,27.7,327.0,102.0,-317.0,326.0,320.0,3.0,0.0616,8.26,2.5,0.0811,9.49
24377,29.7,327.0,16.0,641.0,325.0,322.0,3.0,0.0821,6.24,2.5,0.114,10.2
25054,119.0,330.0,0.0,455.0,329.0,330.0,20.0,0.0252,2.56,2.5,0.0176,1.87
11680,27.5,327.0,118.0,-1200.0,326.0,323.0,3.0,0.0698,8.14,4.0,0.109,7.8
2095,29.5,326.0,0.0,537.0,325.0,318.0,50.0,0.0614,19.7,4.0,0.0637,6.75
16175,29.7,327.0,41.0,608.0,326.0,321.0,3.0,0.0567,1.04,4.0,0.0361,5.99
982,27.5,326.0,123.0,419.0,324.0,321.0,6.0,0.0442,2.91,4.0,0.139,17.7
14750,27.7,327.0,2.0,-41.0,326.0,323.0,3.0,0.0625,5.97,4.0,0.0817,10.5
10665,27.5,327.0,125.0,-609.0,325.0,317.0,3.0,0.0686,2.07,4.0,0.147,12.2
7341,28.7,324.0,65.0,1130.0,323.0,320.0,20.0,0.319,26.3,4.0,0.0961,7.68
10243,29.5,326.0,41.0,629.0,325.0,320.0,3.0,0.062,9.87,4.0,0.132,10.0
2871,29.5,326.0,46.0,1960.0,325.0,321.0,6.0,0.107,14.1,3.0,0.0334,1.98
6656,119.0,328.0,0.0,306.0,326.0,327.0,50.0,0.0222,0.765,4.0,0.0252,2.31
14918,29.7,327.0,2.0,-1750.0,325.0,324.0,3.0,0.0794,8.1,4.0,0.114,9.95
7409,55.7,327.0,0.0,-2050.0,326.0,327.0,50.0,0.0538,1.73,4.0,0.0205,1.19
10393,29.5,327.0,41.0,671.0,325.0,321.0,3.0,0.0666,7.83,4.0,0.14,12.7
8907,55.7,327.0,2.0,-978.0,326.0,327.0,50.0,0.0538,2.88,4.0,0.0306,1.6
13815,55.5,330.0,0.0,-2060.0,328.0,330.0,50.0,0.0442,6.99,3.0,0.0375,6.17
17470,55.7,329.0,2.0,2150.0,328.0,329.0,50.0,0.0499,2.24,3.0,0.0355,1.06
4000,119.0,329.0,2.0,339.0,328.0,329.0,6.0,0.0184,1.44,3.0,0.018,1.85
6080,29.7,324.0,39.0,283.0,324.0,317.0,6.0,0.0986,13.4,4.0,0.081,6.78
14574,29.7,326.0,2.0,-163.0,325.0,323.0,3.0,0.0976,7.98,4.0,0.0793,8.19
19462,27.7,327.0,118.0,-1660.0,325.0,323.0,6.0,0.0952,14.7,3.0,0.0244,2.26
14528,28.7,327.0,61.0,2090.0,326.0,317.0,3.0,0.0808,6.52,4.0,0.111,7.4
8579,29.7,324.0,15.0,418.0,323.0,322.0,12.0,0.0928,19.4,4.0,0.144,18.7
9990,27.5,327.0,122.0,-860.0,326.0,320.0,3.0,0.0902,13.9,4.0,0.0912,5.66
11048,29.5,327.0,40.0,479.0,325.0,322.0,3.0,0.0549,8.99,4.0,0.0784,7.17
24282,55.7,330.0,0.0,-1750.0,329.0,330.0,50.0,0.0655,3.78,2.5,0.0326,1.33
17332,55.7,330.0,0.0,2150.0,329.0,330.0,50.0,0.0621,7.12,3.0,0.0364,1.76
4723,29.5,326.0,22.0,-110.0,324.0,317.0,6.0,0.056,4.34,2.5,0.178,13.6
5618,119.0,328.0,0.0,-978.0,326.0,328.0,50.0,0.021,2.3,4.0,0.0301,0.693
20464,29.7,327.0,29.0,-655.0,326.0,322.0,20.0,0.194,15.5,3.0,0.0208,2.78
2139,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
23255,28.7,327.0,2.0,546.0,325.0,321.0,3.0,0.0604,6.94,2.5,0.0984,9.14
6317,28.7,325.0,60.0,1130.0,324.0,320.0,6.0,0.0866,13.9,4.0,0.0672,6.26
24973,27.7,327.0,112.0,750.0,326.0,322.0,3.0,0.0881,10.6,2.5,0.0227,3.32
4594,29.5,326.0,26.0,104.0,325.0,316.0,6.0,0.0653,3.14,2.5,0.0726,12.0
438,28.5,326.0,61.0,1810.0,325.0,323.0,6.0,0.054,3.26,4.0,0.203,14.1
17973,55.7,330.0,2.0,2150.0,329.0,330.0,50.0,0.049,4.73,3.0,0.0274,2.34
9400,55.7,327.0,2.0,-978.0,326.0,327.0,50.0,0.0526,0.745,4.0,0.0209,1.04
13315,28.5,327.0,84.0,-2110.0,325.0,322.0,3.0,0.0587,5.45,3.0,0.0521,8.55
2949,27.5,327.0,122.0,1010.0,325.0,321.0,6.0,0.0922,13.2,3.0,0.078,3.96
24093,27.7,327.0,117.0,1070.0,326.0,319.0,3.0,0.104,11.1,2.5,0.0958,5.36
19564,28.7,327.0,62.0,51.9,325.0,317.0,6.0,0.0588,2.98,3.0,0.129,14.6
1491,119.0,324.0,0.0,905.0,326.0,323.0,50.0,2.78e-19,0.0,4.0,2.69e-19,0.0
548,28.5,326.0,72.0,-1900.0,324.0,321.0,6.0,0.0528,4.25,4.0,0.153,15.0
22504,29.5,327.0,27.0,-519.0,326.0,324.0,3.0,0.0461,4.66,2.5,0.112,11.5
14814,28.7,326.0,75.0,-788.0,325.0,321.0,3.0,0.0604,9.25,4.0,0.0729,7.03
18604,27.7,327.0,124.0,1440.0,326.0,324.0,3.0,0.0458,2.65,3.0,0.0561,7.75
17421,29.7,327.0,43.0,-1480.0,325.0,321.0,3.0,0.0543,3.15,3.0,0.114,11.7
17120,31.0,327.0,95.0,-1350.0,326.0,317.0,3.0,0.0227,1.86,3.0,0.0167,1.1
25079,29.7,327.0,44.0,-933.0,325.0,324.0,3.0,0.0516,7.07,2.5,0.044,8.74
8904,28.7,324.0,80.0,2000.0,323.0,320.0,12.0,0.114,22.7,4.0,0.0692,5.78
22611,28.5,327.0,56.0,1940.0,326.0,323.0,3.0,0.108,10.5,2.5,0.0154,2.52
4717,29.5,326.0,22.0,-142.0,325.0,319.0,6.0,0.0635,3.95,2.5,0.0942,13.7
16363,29.7,327.0,34.0,-190.0,325.0,323.0,3.0,0.0609,5.37,4.0,0.0501,7.76
18224,27.7,327.0,123.0,1300.0,326.0,324.0,3.0,0.0647,7.8,3.0,0.106,9.87
21190,27.5,327.0,112.0,-1570.0,326.0,319.0,3.0,0.0994,10.2,2.5,0.0261,2.02
16876,27.7,327.0,101.0,-842.0,326.0,324.0,3.0,0.0791,8.73,3.0,0.0692,5.91
19981,34.8,327.0,55.0,-337.0,326.0,323.0,6.0,0.0224,3.16,3.0,0.0244,3.18
12472,35.3,327.0,96.0,-1340.0,326.0,320.0,3.0,0.0206,0.928,3.0,0.019,1.91
17450,28.7,327.0,2.0,1750.0,326.0,318.0,3.0,0.0662,9.93,3.0,0.0923,6.77
1003,27.5,326.0,2.0,531.0,324.0,317.0,6.0,0.0632,4.65,4.0,0.132,15.6
17329,27.7,327.0,128.0,1920.0,326.0,322.0,3.0,0.0788,9.95,3.0,0.0448,3.77
15480,27.7,327.0,103.0,1510.0,326.0,323.0,3.0,0.0538,7.21,4.0,0.0755,8.88
21434,28.5,327.0,76.0,-508.0,326.0,321.0,3.0,0.0898,5.87,2.5,0.0865,8.66
2567,119.0,329.0,0.0,220.0,328.0,329.0,6.0,0.0302,1.74,4.0,0.019,1.9
11632,28.5,326.0,75.0,-715.0,325.0,322.0,3.0,0.067,9.32,4.0,0.0591,7.76
13953,29.5,327.0,20.0,730.0,325.0,321.0,3.0,0.0627,7.16,3.0,0.0391,8.67
16164,27.7,327.0,120.0,-1100.0,326.0,323.0,3.0,0.0682,9.18,4.0,0.0663,9.3
3551,27.5,327.0,101.0,8.07,325.0,322.0,6.0,0.0937,13.4,3.0,0.061,3.42
19413,28.7,327.0,71.0,591.0,326.0,323.0,6.0,0.0874,8.36,3.0,0.0884,14.8
14542,29.7,327.0,19.0,-1760.0,326.0,324.0,3.0,0.0756,5.41,4.0,0.0765,12.3
22663,29.5,327.0,47.0,1630.0,326.0,323.0,3.0,0.0524,2.09,2.5,0.0859,9.91
10691,29.5,327.0,2.0,-1640.0,325.0,319.0,3.0,0.0965,8.8,4.0,0.0953,9.44
2264,29.5,325.0,0.0,222.0,325.0,321.0,50.0,0.282,25.5,4.0,0.0265,2.23
9469,27.7,324.0,112.0,-1540.0,323.0,321.0,12.0,0.0852,20.8,4.0,0.0167,2.11
15966,27.7,327.0,118.0,-1310.0,325.0,321.0,3.0,0.103,9.16,4.0,0.138,9.36
24501,27.7,327.0,102.0,-371.0,326.0,320.0,3.0,0.0577,4.61,2.5,0.0659,5.67
15569,119.0,330.0,0.0,-2060.0,328.0,330.0,50.0,0.0205,1.13,4.0,0.0135,1.73
13966,28.5,327.0,56.0,-322.0,326.0,317.0,3.0,0.0709,2.86,3.0,0.0908,9.71
10056,28.5,327.0,64.0,-1810.0,325.0,320.0,3.0,0.0768,8.47,4.0,0.0821,7.25
21753,29.5,327.0,45.0,1340.0,326.0,322.0,3.0,0.104,11.9,2.5,0.0417,3.98
13860,28.5,327.0,65.0,416.0,326.0,323.0,3.0,0.0993,9.65,3.0,0.089,7.88
8276,119.0,328.0,0.0,-2050.0,326.0,328.0,50.0,0.0247,0.336,4.0,0.016,1.01
23488,28.7,327.0,74.0,1640.0,326.0,324.0,3.0,0.1,10.0,2.5,0.0139,2.88
18623,28.7,327.0,87.0,-1870.0,326.0,318.0,3.0,0.115,10.1,3.0,0.0464,2.59
1449,119.0,325.0,0.0,905.0,326.0,324.0,50.0,2.78e-19,0.0,4.0,2.69e-19,0.0
13388,29.5,327.0,24.0,1030.0,326.0,323.0,3.0,0.0975,10.3,3.0,0.0893,4.25
10005,55.5,330.0,0.0,136.0,328.0,330.0,50.0,0.0425,4.69,4.0,0.0335,8.27
1248,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
18508,28.7,327.0,87.0,-1660.0,326.0,322.0,3.0,0.101,13.8,3.0,0.075,7.55
2118,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
3338,29.5,323.0,14.0,348.0,322.0,313.0,6.0,0.0874,14.4,3.0,0.0149,1.02
17164,28.7,327.0,63.0,155.0,326.0,316.0,3.0,0.109,7.5,3.0,0.0918,10.9
4075,29.5,326.0,36.0,1420.0,325.0,322.0,6.0,0.103,11.2,3.0,0.0869,12.8
3046,28.5,326.0,79.0,-899.0,325.0,318.0,6.0,0.208,14.6,3.0,0.0932,7.16
15922,29.7,327.0,40.0,398.0,326.0,323.0,3.0,0.0943,10.1,4.0,0.0749,5.67
15299,29.7,326.0,30.0,-360.0,325.0,321.0,3.0,0.0973,8.83,4.0,0.123,8.76
5688,29.7,325.0,39.0,256.0,324.0,321.0,6.0,0.0998,14.1,4.0,0.0755,4.51
1498,119.0,328.0,2.0,-1160.0,333.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
21780,28.5,327.0,83.0,420.0,325.0,318.0,3.0,0.0721,4.91,2.5,0.127,10.7
14917,29.7,327.0,40.0,344.0,325.0,320.0,3.0,0.121,9.26,4.0,0.0911,7.15
2523,119.0,328.0,0.0,-1160.0,332.0,332.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
159,29.5,325.0,29.0,318.0,324.0,320.0,6.0,0.0735,9.61,4.0,0.0769,11.2
24902,119.0,330.0,0.0,455.0,328.0,330.0,20.0,0.0209,0.519,2.5,0.016,1.25
5659,29.7,325.0,42.0,427.0,324.0,320.0,6.0,0.0427,4.85,4.0,0.0933,8.54
1292,119.0,325.0,0.0,905.0,327.0,324.0,50.0,2.78e-19,0.0,4.0,2.69e-19,0.0
23419,119.0,330.0,0.0,455.0,329.0,330.0,20.0,0.0246,0.9,2.5,0.02,0.252
141,29.5,326.0,25.0,222.0,324.0,320.0,6.0,0.0515,7.92,4.0,0.0977,16.1
13393,29.5,327.0,24.0,1060.0,326.0,322.0,3.0,0.0746,9.03,3.0,0.0952,5.2
18683,27.7,327.0,122.0,1090.0,326.0,324.0,3.0,0.0495,9.63,3.0,0.0798,7.11
21942,55.5,330.0,0.0,394.0,328.0,330.0,50.0,0.0613,5.08,2.5,0.033,2.45
19976,28.7,327.0,70.0,393.0,325.0,323.0,6.0,0.0607,6.64,3.0,0.0988,16.4
10752,29.5,327.0,48.0,1400.0,325.0,324.0,3.0,0.0469,4.02,4.0,0.0827,10.6
11055,29.5,326.0,40.0,516.0,325.0,322.0,3.0,0.0926,11.3,4.0,0.079,7.25
10924,29.5,327.0,38.0,244.0,326.0,323.0,3.0,0.0392,3.5,4.0,0.0956,11.7
15457,27.7,327.0,125.0,-708.0,326.0,323.0,3.0,0.0474,3.11,4.0,0.0879,10.4
13764,27.5,327.0,104.0,-515.0,326.0,324.0,3.0,0.0429,1.29,3.0,0.148,10.9
10328,28.5,327.0,86.0,560.0,326.0,319.0,3.0,0.0878,9.75,4.0,0.0455,2.08
21322,27.5,327.0,128.0,63.2,326.0,319.0,3.0,0.0808,8.81,2.5,0.0477,3.34
14597,27.7,327.0,111.0,-1950.0,326.0,318.0,3.0,0.0844,8.51,4.0,0.0297,1.11
3576,119.0,329.0,0.0,339.0,328.0,329.0,6.0,0.025,0.953,3.0,0.0149,1.27
10621,27.5,327.0,118.0,-1160.0,325.0,323.0,3.0,0.0753,6.74,4.0,0.0664,8.04
22619,28.5,327.0,56.0,1980.0,326.0,323.0,3.0,0.101,11.4,2.5,0.0171,1.35
1638,119.0,324.0,0.0,905.0,327.0,323.0,50.0,2.78e-19,0.0,4.0,2.69e-19,0.0
20460,119.0,330.0,0.0,-273.0,329.0,330.0,50.0,0.0227,1.55,3.0,0.0193,0.72
9548,119.0,327.0,0.0,383.0,326.0,327.0,50.0,0.0273,1.98,4.0,0.0159,2.51
19896,29.7,327.0,18.0,-1960.0,326.0,323.0,6.0,0.0841,12.4,3.0,0.0419,5.37
15004,28.7,327.0,66.0,-1650.0,326.0,323.0,3.0,0.0794,9.22,4.0,0.072,6.07
21302,55.5,330.0,0.0,394.0,329.0,330.0,50.0,0.074,4.6,2.5,0.0425,1.49
17979,55.7,330.0,0.0,2150.0,329.0,330.0,50.0,0.0479,5.67,3.0,0.0345,0.422
24047,29.7,327.0,27.0,1750.0,326.0,323.0,3.0,0.036,6.85,2.5,0.0526,10.1
3973,27.5,326.0,98.0,-109.0,325.0,322.0,6.0,0.0934,15.2,3.0,0.0218,0.324
22566,27.5,327.0,122.0,-428.0,326.0,324.0,3.0,0.0938,7.94,2.5,0.067,9.88
5424,28.7,325.0,76.0,1890.0,324.0,321.0,6.0,0.0877,13.1,4.0,0.0587,3.33
1539,27.5,325.0,105.0,1690.0,325.0,319.0,20.0,0.138,31.4,4.0,0.0891,3.63
20537,119.0,330.0,0.0,-273.0,329.0,330.0,50.0,2.78e-19,0.0,3.0,2.78e-19,0.0
4551,119.0,329.0,0.0,339.0,328.0,329.0,50.0,0.021,1.39,2.5,0.0278,1.12
13908,27.5,327.0,128.0,1940.0,326.0,322.0,3.0,0.0643,9.67,3.0,0.0398,4.49
24251,29.7,327.0,30.0,2080.0,326.0,321.0,3.0,0.0872,10.6,2.5,0.0203,2.26
16376,27.7,327.0,101.0,1350.0,326.0,323.0,3.0,0.0632,10.9,4.0,0.0588,7.26
10170,29.5,327.0,36.0,180.0,325.0,324.0,3.0,0.0583,7.46,4.0,0.0595,6.82
5951,28.7,324.0,80.0,2150.0,323.0,318.0,6.0,0.108,13.8,4.0,0.0779,4.6
13152,29.5,327.0,22.0,810.0,326.0,320.0,3.0,0.0491,5.83,3.0,0.0751,10.5
1501,119.0,328.0,0.0,-1160.0,332.0,332.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
6851,77.2,327.0,0.0,306.0,326.0,327.0,50.0,0.0332,3.99,4.0,0.0496,2.89
15075,28.7,327.0,71.0,-1270.0,325.0,324.0,3.0,0.054,10.4,4.0,0.0232,1.88
4842,119.0,327.0,0.0,-1510.0,326.0,327.0,6.0,0.0201,1.29,3.0,0.0159,0.524
10205,119.0,330.0,0.0,-1960.0,329.0,330.0,50.0,0.0339,2.58,4.0,0.0163,2.38
10006,55.5,330.0,0.0,136.0,328.0,330.0,50.0,0.0406,4.95,4.0,0.0326,2.53
2853,35.4,327.0,55.0,2140.0,325.0,319.0,6.0,0.0279,1.64,3.0,0.0158,1.44
22499,28.5,327.0,68.0,-1180.0,326.0,318.0,3.0,0.0634,2.75,2.5,0.086,9.9
16951,28.7,327.0,79.0,1580.0,326.0,322.0,3.0,0.0501,7.22,3.0,0.1,11.3
24890,27.7,327.0,121.0,1650.0,326.0,324.0,3.0,0.063,7.53,2.5,0.0768,6.42
1632,119.0,325.0,0.0,905.0,326.0,323.0,50.0,2.78e-19,0.0,4.0,2.69e-19,0.0
22726,27.5,327.0,102.0,1770.0,326.0,319.0,3.0,0.0627,6.26,2.5,0.0577,3.77
13166,27.5,326.0,126.0,1720.0,325.0,318.0,3.0,0.0814,6.53,3.0,0.105,7.49
21216,29.5,327.0,47.0,1610.0,326.0,323.0,3.0,0.0608,4.07,2.5,0.0882,9.32
24767,29.7,327.0,30.0,1980.0,325.0,323.0,3.0,0.0655,9.92,2.5,0.0234,3.91
8734,27.7,324.0,116.0,-1430.0,323.0,321.0,12.0,0.0941,21.8,4.0,0.0778,6.86
8905,28.7,324.0,80.0,2000.0,323.0,321.0,12.0,0.101,22.0,4.0,0.0681,5.86
14080,29.5,327.0,29.0,1740.0,326.0,323.0,3.0,0.0628,7.76,3.0,0.0205,1.63
11027,27.5,327.0,108.0,-2020.0,326.0,315.0,3.0,0.077,3.72,4.0,0.108,10.7
10707,27.5,327.0,115.0,-1510.0,326.0,321.0,3.0,0.1,12.1,4.0,0.0254,2.85
10185,28.5,327.0,71.0,-1060.0,325.0,323.0,3.0,0.0902,10.3,4.0,0.0328,2.49
2003,119.0,329.0,0.0,220.0,328.0,329.0,6.0,0.0189,0.713,4.0,0.0235,1.81
19760,29.7,327.0,18.0,-2000.0,326.0,323.0,6.0,0.111,10.2,3.0,0.0793,13.4
23935,27.7,327.0,128.0,-1850.0,326.0,319.0,3.0,0.071,3.24,2.5,0.114,10.1
6327,27.7,325.0,117.0,-512.0,324.0,321.0,6.0,0.101,14.2,4.0,0.0566,3.29
10012,55.5,330.0,0.0,136.0,328.0,330.0,50.0,0.0396,5.27,4.0,0.0276,2.01
21101,37.8,327.0,96.0,1060.0,326.0,324.0,3.0,0.0207,1.18,2.5,0.0193,1.66
24108,29.7,327.0,37.0,-1730.0,326.0,319.0,3.0,0.0815,7.66,2.5,0.115,7.1
13766,27.5,327.0,104.0,-504.0,325.0,323.0,3.0,0.0478,3.94,3.0,0.152,12.3
17108,28.7,327.0,67.0,609.0,325.0,321.0,3.0,0.0515,10.5,3.0,0.114,13.1
932,27.5,326.0,2.0,153.0,324.0,322.0,6.0,0.0849,9.19,4.0,0.113,13.1
9148,29.7,324.0,42.0,1120.0,323.0,321.0,12.0,0.0425,0.149,4.0,0.134,22.5
20614,29.7,326.0,15.0,-902.0,324.0,319.0,20.0,0.0697,15.7,3.0,0.167,29.4
3474,28.5,326.0,2.0,-835.0,325.0,319.0,6.0,0.108,13.3,3.0,0.083,6.18
3041,28.5,326.0,79.0,-926.0,325.0,319.0,6.0,0.0892,12.4,3.0,0.0952,11.8
24772,29.7,327.0,30.0,2010.0,326.0,322.0,3.0,0.0775,10.3,2.5,0.0235,3.14
5908,27.7,325.0,124.0,-106.0,324.0,314.0,6.0,0.0637,4.08,4.0,0.228,14.9
9974,29.5,327.0,19.0,-1470.0,325.0,316.0,3.0,0.0923,9.61,4.0,0.0782,3.77
940,27.5,325.0,119.0,195.0,324.0,322.0,6.0,0.0445,3.42,4.0,0.12,15.3
10149,28.5,327.0,59.0,1960.0,326.0,321.0,3.0,0.0976,7.17,4.0,0.111,10.5
533,28.5,326.0,70.0,-1980.0,325.0,322.0,6.0,0.0899,15.4,4.0,0.0181,3.03
1639,119.0,328.0,2.0,-1160.0,333.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
24706,55.7,330.0,2.0,-1720.0,329.0,329.0,50.0,0.0562,2.88,2.5,0.0342,1.64
20478,33.0,325.0,51.0,-361.0,324.0,318.0,50.0,0.0335,4.15,3.0,0.0239,2.53
382,28.5,326.0,2.0,1510.0,324.0,317.0,6.0,0.0869,13.7,4.0,0.0228,2.69
7448,119.0,328.0,0.0,306.0,326.0,327.0,20.0,0.0208,1.36,4.0,0.016,2.36
878,27.5,326.0,111.0,-136.0,324.0,322.0,6.0,0.106,13.0,4.0,0.0192,1.0
535,28.5,326.0,70.0,-1970.0,325.0,321.0,6.0,0.103,14.9,4.0,0.0186,2.53
